Season,Team,Wins,Losses,Draws,Games,HomeGoals,AwayGoals,WonAtLeast2,WonAtLeast3,HalfTimeWins,HalfTimeLosses,HalfTimeDraws,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeClutch,HalfTimeChoke,AVGHomeShots,AVGAwayShots,AVGHomeShotsTarget,AVGAwayShotsTarget,AVGHomeYellow,AVGAwayYellow,AVGHomeRed,AVGAwayRed,AVGHomeFouls,AVGAwayFouls,AVGHomeCorners,AVGAwayCorners
2010-2011,Newcastle,11.0,14.0,13.0,38.0,41.0,15.0,6.0,4.0,12.0,13.0,13.0,20.0,8.0,1.0,1.0,6.657894736842105,4.7631578947368425,4.078947368421052,2.5526315789473686,0.8421052631578947,1.131578947368421,0.02631578947368421,0.02631578947368421,5.7631578947368425,5.815789473684211,2.736842105263158,2.6052631578947367
2011-2012,Blackburn,8.0,23.0,7.0,38.0,26.0,22.0,5.0,0.0,9.0,18.0,11.0,11.0,10.0,1.0,1.0,6.7631578947368425,4.157894736842105,3.8157894736842106,2.4473684210526314,1.0263157894736843,0.7631578947368421,0.02631578947368421,0.10526315789473684,5.894736842105263,5.2894736842105265,2.763157894736842,1.605263157894737
2011-2012,Wolves,5.0,23.0,10.0,38.0,19.0,21.0,2.0,0.0,4.0,18.0,16.0,8.0,9.0,2.0,2.0,6.2105263157894735,4.605263157894737,3.473684210526316,2.5526315789473686,0.7894736842105263,0.8947368421052632,0.07894736842105263,0.02631578947368421,4.2894736842105265,4.7894736842105265,3.210526315789474,2.210526315789474
2011-2012,Fulham,14.0,14.0,10.0,38.0,36.0,12.0,6.0,4.0,11.0,14.0,13.0,14.0,6.0,2.0,2.0,7.947368421052632,4.921052631578948,5.052631578947368,2.8684210526315788,0.5789473684210527,0.8421052631578947,0.0,0.0,4.2631578947368425,4.947368421052632,2.8684210526315788,2.0789473684210527
2011-2012,Aston Villa,7.0,14.0,17.0,38.0,20.0,17.0,3.0,0.0,8.0,13.0,17.0,9.0,8.0,0.0,0.0,5.921052631578948,4.7105263157894735,2.8421052631578947,2.5,0.6578947368421053,1.1842105263157894,0.05263157894736842,0.0,4.921052631578948,5.421052631578948,3.3947368421052633,2.3421052631578947
2011-2012,Liverpool,14.0,14.0,10.0,38.0,24.0,23.0,10.0,4.0,11.0,9.0,18.0,12.0,10.0,0.0,0.0,8.868421052631579,7.2368421052631575,4.447368421052632,4.2368421052631575,0.6052631578947368,0.868421052631579,0.0,0.13157894736842105,4.7894736842105265,4.842105263157895,4.552631578947368,3.5526315789473686
2011-2012,Sunderland,11.0,15.0,12.0,38.0,26.0,19.0,6.0,3.0,9.0,9.0,20.0,13.0,7.0,1.0,1.0,5.921052631578948,5.052631578947368,3.3157894736842106,2.8157894736842106,0.7105263157894737,0.868421052631579,0.02631578947368421,0.05263157894736842,4.815789473684211,5.421052631578948,2.6315789473684212,2.0789473684210527
2011-2012,Newcastle,19.0,11.0,8.0,38.0,29.0,27.0,11.0,2.0,15.0,9.0,14.0,14.0,14.0,0.0,0.0,6.921052631578948,4.947368421052632,3.8421052631578947,2.8684210526315788,0.8157894736842105,0.9473684210526315,0.0,0.05263157894736842,4.868421052631579,5.315789473684211,2.789473684210526,1.736842105263158
2011-2012,Arsenal,21.0,10.0,7.0,38.0,39.0,35.0,9.0,7.0,10.0,6.0,22.0,16.0,18.0,0.0,0.0,8.421052631578947,6.973684210526316,4.868421052631579,4.394736842105263,0.9473684210526315,0.8157894736842105,0.02631578947368421,0.07894736842105263,5.026315789473684,4.815789473684211,4.157894736842105,2.763157894736842
2011-2012,QPR,10.0,21.0,7.0,38.0,24.0,19.0,3.0,2.0,10.0,17.0,11.0,12.0,7.0,1.0,1.0,7.105263157894737,5.894736842105263,3.5,3.4473684210526314,0.7631578947368421,0.7368421052631579,0.15789473684210525,0.07894736842105263,5.342105263157895,4.894736842105263,2.6578947368421053,2.473684210526316
2011-2012,Bolton,10.0,22.0,6.0,38.0,23.0,23.0,4.0,2.0,10.0,13.0,15.0,11.0,9.0,0.0,0.0,6.157894736842105,5.605263157894737,4.0,3.236842105263158,0.6052631578947368,0.7368421052631579,0.05263157894736842,0.07894736842105263,5.868421052631579,5.421052631578948,2.9210526315789473,2.6315789473684212
2011-2012,Wigan,11.0,17.0,10.0,38.0,22.0,20.0,3.0,1.0,8.0,13.0,17.0,11.0,9.0,0.0,0.0,6.578947368421052,5.421052631578948,3.8684210526315788,2.9210526315789473,0.9210526315789473,0.868421052631579,0.02631578947368421,0.05263157894736842,6.184210526315789,5.578947368421052,3.5526315789473686,1.9473684210526316
2011-2012,Norwich,12.0,15.0,11.0,38.0,28.0,24.0,4.0,0.0,11.0,14.0,13.0,13.0,11.0,0.0,0.0,6.7368421052631575,5.7368421052631575,3.6842105263157894,3.0,0.6842105263157895,0.868421052631579,0.05263157894736842,0.02631578947368421,4.447368421052632,5.657894736842105,2.0526315789473686,2.3421052631578947
2011-2012,Stoke,11.0,15.0,12.0,38.0,25.0,11.0,3.0,0.0,6.0,17.0,15.0,10.0,4.0,0.0,0.0,5.052631578947368,3.8947368421052633,2.473684210526316,1.5,0.6578947368421053,0.9473684210526315,0.02631578947368421,0.02631578947368421,5.5,5.631578947368421,2.763157894736842,1.5789473684210527
2011-2012,Chelsea,18.0,10.0,10.0,38.0,41.0,24.0,9.0,6.0,14.0,8.0,16.0,20.0,9.0,2.0,2.0,8.81578947368421,7.394736842105263,4.657894736842105,4.131578947368421,0.8157894736842105,1.1578947368421053,0.02631578947368421,0.07894736842105263,5.552631578947368,5.052631578947368,3.473684210526316,3.210526315789474
2011-2012,West Brom,13.0,17.0,8.0,38.0,21.0,24.0,4.0,3.0,8.0,10.0,20.0,11.0,9.0,0.0,0.0,6.684210526315789,5.684210526315789,3.789473684210526,3.1578947368421053,0.47368421052631576,0.7894736842105263,0.0,0.02631578947368421,5.078947368421052,5.052631578947368,3.3421052631578947,2.236842105263158
2011-2012,Man United,28.0,5.0,5.0,38.0,52.0,37.0,18.0,9.0,24.0,5.0,9.0,21.0,19.0,0.0,0.0,9.736842105263158,5.842105263157895,6.0,3.710526315789474,0.6578947368421053,0.6842105263157895,0.02631578947368421,0.0,5.026315789473684,4.631578947368421,4.447368421052632,2.8947368421052633
2011-2012,Man City,28.0,5.0,5.0,38.0,55.0,38.0,19.0,13.0,19.0,1.0,18.0,17.0,13.0,0.0,0.0,9.289473684210526,8.236842105263158,5.657894736842105,4.842105263157895,0.47368421052631576,1.0,0.05263157894736842,0.07894736842105263,4.657894736842105,5.447368421052632,4.026315789473684,3.0526315789473686
2011-2012,Swansea,12.0,15.0,11.0,38.0,27.0,17.0,8.0,3.0,11.0,12.0,15.0,13.0,8.0,1.0,1.0,5.868421052631579,5.184210526315789,3.3157894736842106,3.026315789473684,0.5526315789473685,0.5,0.0,0.05263157894736842,4.131578947368421,4.0,2.9210526315789473,2.4473684210526314
2011-2012,Everton,15.0,12.0,11.0,38.0,28.0,22.0,9.0,2.0,9.0,10.0,19.0,12.0,6.0,0.0,0.0,7.078947368421052,5.394736842105263,3.8157894736842106,2.8421052631578947,0.631578947368421,0.9736842105263158,0.02631578947368421,0.0,5.921052631578948,5.894736842105263,2.6315789473684212,2.0789473684210527
2011-2012,Tottenham,20.0,9.0,9.0,38.0,39.0,27.0,15.0,4.0,16.0,7.0,15.0,19.0,11.0,0.0,0.0,9.263157894736842,7.447368421052632,5.526315789473684,4.2894736842105265,0.39473684210526316,0.7894736842105263,0.0,0.07894736842105263,4.2105263157894735,4.7368421052631575,3.8684210526315788,3.5789473684210527
2012-2013,Arsenal,21.0,7.0,10.0,38.0,47.0,25.0,12.0,7.0,11.0,7.0,20.0,17.0,11.0,0.0,0.0,8.026315789473685,6.342105263157895,4.7368421052631575,3.8421052631578947,0.5263157894736842,0.631578947368421,0.02631578947368421,0.10526315789473684,4.973684210526316,4.5,3.8947368421052633,2.9473684210526314
2012-2013,Sunderland,9.0,17.0,12.0,38.0,20.0,21.0,4.0,3.0,12.0,13.0,13.0,8.0,14.0,1.0,1.0,5.921052631578948,4.026315789473684,3.3421052631578947,2.473684210526316,0.6578947368421053,0.9736842105263158,0.02631578947368421,0.05263157894736842,5.394736842105263,5.842105263157895,2.710526315789474,2.0
2012-2013,Fulham,11.0,17.0,10.0,38.0,28.0,22.0,4.0,3.0,13.0,12.0,13.0,15.0,8.0,0.0,0.0,6.7631578947368425,4.421052631578948,3.736842105263158,2.6842105263157894,0.5263157894736842,0.7368421052631579,0.07894736842105263,0.0,4.921052631578948,5.184210526315789,2.5,2.1315789473684212
2012-2013,Norwich,10.0,14.0,14.0,38.0,25.0,16.0,1.0,1.0,7.0,12.0,19.0,10.0,8.0,1.0,1.0,5.657894736842105,4.131578947368421,3.263157894736842,2.0789473684210527,0.868421052631579,0.7105263157894737,0.0,0.02631578947368421,4.894736842105263,5.394736842105263,2.3947368421052633,2.1578947368421053
2012-2013,Newcastle,11.0,19.0,8.0,38.0,24.0,21.0,2.0,1.0,12.0,12.0,14.0,9.0,11.0,1.0,1.0,7.184210526315789,5.2105263157894735,3.6052631578947367,3.026315789473684,0.9736842105263158,0.9210526315789473,0.02631578947368421,0.07894736842105263,5.868421052631579,5.631578947368421,3.6315789473684212,1.7105263157894737
2012-2013,Tottenham,21.0,8.0,9.0,38.0,29.0,37.0,7.0,2.0,8.0,8.0,22.0,8.0,14.0,2.0,2.0,9.105263157894736,7.131578947368421,5.7368421052631575,4.2894736842105265,0.631578947368421,0.7631578947368421,0.02631578947368421,0.02631578947368421,4.368421052631579,4.631578947368421,3.710526315789474,3.1578947368421053
2012-2013,QPR,4.0,21.0,13.0,38.0,13.0,17.0,1.0,0.0,2.0,16.0,20.0,4.0,8.0,0.0,0.0,6.973684210526316,5.2631578947368425,3.5,2.9473684210526314,0.5789473684210527,0.9736842105263158,0.05263157894736842,0.02631578947368421,4.657894736842105,5.447368421052632,2.3421052631578947,2.1315789473684212
2012-2013,Swansea,11.0,14.0,13.0,38.0,28.0,19.0,6.0,3.0,5.0,12.0,21.0,10.0,4.0,0.0,0.0,7.2894736842105265,4.815789473684211,4.2105263157894735,2.6842105263157894,0.6578947368421053,0.868421052631579,0.05263157894736842,0.0,5.131578947368421,5.052631578947368,3.1315789473684212,1.9736842105263157
2012-2013,Reading,6.0,22.0,10.0,38.0,23.0,20.0,1.0,0.0,7.0,18.0,13.0,7.0,8.0,2.0,2.0,4.2368421052631575,5.0,2.236842105263158,2.473684210526316,0.5526315789473685,0.631578947368421,0.02631578947368421,0.0,4.447368421052632,5.0,2.736842105263158,2.236842105263158
2012-2013,Stoke,9.0,14.0,15.0,38.0,21.0,13.0,3.0,0.0,8.0,11.0,19.0,9.0,6.0,0.0,0.0,4.973684210526316,3.9210526315789473,2.4210526315789473,1.9210526315789473,0.8947368421052632,1.2105263157894737,0.05263157894736842,0.05263157894736842,5.605263157894737,6.052631578947368,2.5526315789473686,1.736842105263158
2012-2013,West Brom,14.0,17.0,7.0,38.0,32.0,21.0,6.0,2.0,9.0,15.0,14.0,10.0,8.0,0.0,0.0,7.026315789473684,5.078947368421052,3.736842105263158,2.9210526315789473,0.7105263157894737,0.9210526315789473,0.02631578947368421,0.07894736842105263,5.184210526315789,5.552631578947368,3.0526315789473686,2.263157894736842
2012-2013,Liverpool,16.0,9.0,13.0,38.0,33.0,38.0,10.0,9.0,13.0,13.0,12.0,12.0,18.0,0.0,0.0,10.342105263157896,7.2631578947368425,5.7631578947368425,4.368421052631579,0.5,0.9210526315789473,0.02631578947368421,0.02631578947368421,4.7105263157894735,5.078947368421052,4.2368421052631575,3.263157894736842
2012-2013,West Ham,12.0,16.0,10.0,38.0,34.0,11.0,6.0,2.0,11.0,14.0,13.0,17.0,5.0,3.0,3.0,6.5,5.052631578947368,3.8947368421052633,2.6842105263157894,0.6842105263157895,1.263157894736842,0.02631578947368421,0.0,5.7105263157894735,6.0,3.236842105263158,2.3684210526315788
2012-2013,Aston Villa,10.0,17.0,11.0,38.0,23.0,24.0,4.0,1.0,13.0,11.0,14.0,8.0,14.0,3.0,3.0,5.7105263157894735,4.631578947368421,3.263157894736842,2.6578947368421053,0.8421052631578947,1.105263157894737,0.07894736842105263,0.0,5.473684210526316,5.7894736842105265,2.9210526315789473,1.763157894736842
2012-2013,Man City,23.0,6.0,9.0,38.0,41.0,25.0,11.0,4.0,16.0,5.0,17.0,14.0,12.0,1.0,1.0,8.078947368421053,7.7368421052631575,4.631578947368421,4.631578947368421,0.7368421052631579,0.9210526315789473,0.0,0.07894736842105263,5.421052631578948,6.2368421052631575,3.763157894736842,3.3157894736842106
2012-2013,Southampton,9.0,15.0,14.0,38.0,26.0,23.0,6.0,1.0,9.0,14.0,15.0,12.0,11.0,1.0,1.0,6.7631578947368425,5.684210526315789,3.710526315789474,2.973684210526316,0.6052631578947368,0.5263157894736842,0.05263157894736842,0.0,5.157894736842105,4.894736842105263,2.973684210526316,2.526315789473684
2012-2013,Wigan,9.0,20.0,9.0,38.0,26.0,21.0,3.0,2.0,8.0,13.0,17.0,13.0,5.0,2.0,2.0,6.315789473684211,5.578947368421052,3.6052631578947367,3.1578947368421053,0.7368421052631579,1.0,0.0,0.05263157894736842,5.578947368421052,5.368421052631579,3.026315789473684,2.210526315789474
2012-2013,Chelsea,22.0,7.0,9.0,38.0,41.0,34.0,12.0,5.0,20.0,6.0,12.0,23.0,16.0,2.0,2.0,9.0,5.973684210526316,5.342105263157895,3.5,0.5,0.868421052631579,0.05263157894736842,0.02631578947368421,4.657894736842105,5.105263157894737,3.526315789473684,2.789473684210526
2012-2013,Everton,16.0,7.0,15.0,38.0,33.0,22.0,7.0,1.0,15.0,7.0,16.0,18.0,14.0,1.0,1.0,8.0,6.7631578947368425,4.552631578947368,3.8947368421052633,0.7631578947368421,0.8157894736842105,0.02631578947368421,0.05263157894736842,5.5,5.368421052631579,3.8421052631578947,2.9210526315789473
2012-2013,Man United,28.0,5.0,5.0,38.0,45.0,41.0,12.0,5.0,23.0,3.0,12.0,22.0,23.0,1.0,1.0,7.368421052631579,6.105263157894737,4.2894736842105265,3.5789473684210527,0.6052631578947368,0.8947368421052632,0.02631578947368421,0.0,4.842105263157895,4.657894736842105,3.0,2.736842105263158
2013-2014,Arsenal,24.0,7.0,7.0,38.0,36.0,32.0,18.0,5.0,15.0,9.0,14.0,15.0,10.0,0.0,0.0,7.5,6.2894736842105265,3.0,2.526315789473684,0.5526315789473685,0.8421052631578947,0.02631578947368421,0.07894736842105263,4.921052631578948,4.2368421052631575,3.3421052631578947,2.210526315789474
2013-2014,Aston Villa,10.0,20.0,8.0,38.0,22.0,17.0,4.0,1.0,7.0,12.0,19.0,12.0,10.0,1.0,1.0,6.131578947368421,5.184210526315789,1.9736842105263157,1.5526315789473684,0.9210526315789473,1.131578947368421,0.0,0.0,6.157894736842105,6.578947368421052,2.473684210526316,1.8157894736842106
2013-2014,Liverpool,26.0,6.0,6.0,38.0,53.0,48.0,16.0,11.0,25.0,6.0,7.0,34.0,25.0,1.0,1.0,9.763157894736842,7.342105263157895,3.8157894736842106,3.0,0.42105263157894735,1.0,0.02631578947368421,0.0,5.2894736842105265,5.5,3.1052631578947367,2.789473684210526
2013-2014,Stoke,13.0,14.0,11.0,38.0,27.0,18.0,4.0,2.0,10.0,9.0,19.0,10.0,13.0,1.0,1.0,6.2894736842105265,4.894736842105263,1.9736842105263157,1.6842105263157894,0.9473684210526315,0.9473684210526315,0.02631578947368421,0.10526315789473684,6.2105263157894735,6.552631578947368,2.4473684210526314,1.868421052631579
2013-2014,Norwich,8.0,21.0,9.0,38.0,17.0,11.0,3.0,0.0,5.0,17.0,16.0,5.0,5.0,1.0,1.0,6.973684210526316,5.2368421052631575,2.026315789473684,1.8157894736842106,0.6842105263157895,0.9473684210526315,0.02631578947368421,0.02631578947368421,5.605263157894737,5.552631578947368,3.1842105263157894,2.0
2013-2014,Everton,21.0,8.0,9.0,38.0,38.0,23.0,9.0,4.0,11.0,9.0,18.0,16.0,4.0,1.0,1.0,8.236842105263158,6.5,3.1315789473684212,2.0,0.7105263157894737,0.7105263157894737,0.02631578947368421,0.0,4.342105263157895,5.2631578947368425,3.789473684210526,2.8157894736842106
2013-2014,Sunderland,10.0,20.0,8.0,38.0,21.0,20.0,4.0,3.0,11.0,17.0,10.0,11.0,9.0,1.0,1.0,7.631578947368421,5.2631578947368425,1.9473684210526316,1.6578947368421053,1.0263157894736843,0.7631578947368421,0.05263157894736842,0.13157894736842105,6.2105263157894735,5.473684210526316,2.8157894736842106,2.1315789473684212
2013-2014,Fulham,9.0,24.0,5.0,38.0,24.0,16.0,2.0,1.0,6.0,11.0,21.0,7.0,6.0,0.0,0.0,7.0,4.342105263157895,2.473684210526316,1.4473684210526316,0.8421052631578947,0.6578947368421053,0.0,0.02631578947368421,4.894736842105263,5.184210526315789,3.289473684210526,1.8157894736842106
2013-2014,Swansea,11.0,18.0,9.0,38.0,33.0,21.0,9.0,5.0,9.0,12.0,17.0,9.0,11.0,1.0,1.0,6.552631578947368,6.447368421052632,2.5,1.7894736842105263,0.7368421052631579,0.7105263157894737,0.05263157894736842,0.02631578947368421,4.578947368421052,5.2368421052631575,3.1578947368421053,2.710526315789474
2013-2014,Man United,19.0,12.0,7.0,38.0,29.0,35.0,14.0,6.0,15.0,13.0,10.0,11.0,16.0,1.0,1.0,7.921052631578948,5.894736842105263,2.6842105263157894,2.0789473684210527,0.631578947368421,1.105263157894737,0.02631578947368421,0.05263157894736842,4.921052631578948,5.578947368421052,3.1315789473684212,2.5526315789473686
2013-2014,West Brom,7.0,16.0,15.0,38.0,24.0,19.0,2.0,1.0,9.0,20.0,9.0,11.0,8.0,0.0,0.0,6.7631578947368425,6.0,2.0526315789473686,1.763157894736842,0.868421052631579,0.8947368421052632,0.0,0.0,5.131578947368421,6.078947368421052,2.710526315789474,2.210526315789474
2013-2014,Southampton,15.0,12.0,11.0,38.0,32.0,22.0,9.0,4.0,13.0,9.0,16.0,16.0,12.0,0.0,0.0,7.868421052631579,6.105263157894737,2.6842105263157894,1.9736842105263157,0.6052631578947368,0.9736842105263158,0.0,0.0,5.2894736842105265,6.368421052631579,3.0526315789473686,2.5
2013-2014,West Ham,11.0,20.0,7.0,38.0,25.0,15.0,9.0,2.0,9.0,11.0,18.0,12.0,6.0,1.0,1.0,6.342105263157895,4.657894736842105,1.894736842105263,1.236842105263158,0.5789473684210527,1.0263157894736843,0.05263157894736842,0.07894736842105263,5.026315789473684,5.552631578947368,2.6052631578947367,2.236842105263158
2013-2014,Cardiff,7.0,22.0,9.0,38.0,20.0,12.0,1.0,0.0,3.0,19.0,16.0,6.0,4.0,2.0,2.0,6.0,5.026315789473684,1.9473684210526316,1.368421052631579,0.6578947368421053,0.631578947368421,0.0,0.02631578947368421,4.394736842105263,4.605263157894737,2.8947368421052633,2.263157894736842
2013-2014,Chelsea,25.0,6.0,7.0,38.0,43.0,28.0,15.0,7.0,16.0,4.0,18.0,21.0,9.0,1.0,1.0,9.842105263157896,8.394736842105264,3.5526315789473686,2.4473684210526314,0.5789473684210527,0.8947368421052632,0.0,0.07894736842105263,5.921052631578948,5.131578947368421,3.4473684210526314,3.1052631578947367
2013-2014,Hull,10.0,21.0,7.0,38.0,20.0,18.0,5.0,2.0,11.0,13.0,14.0,11.0,8.0,0.0,0.0,6.473684210526316,4.7105263157894735,1.9210526315789473,1.4736842105263157,0.6578947368421053,0.7368421052631579,0.02631578947368421,0.07894736842105263,5.368421052631579,5.7105263157894735,2.526315789473684,1.6842105263157894
2013-2014,Crystal Palace,13.0,19.0,6.0,38.0,18.0,15.0,4.0,1.0,9.0,12.0,17.0,8.0,5.0,0.0,0.0,5.657894736842105,5.2368421052631575,2.0,1.763157894736842,0.6052631578947368,0.8947368421052632,0.0,0.05263157894736842,5.2631578947368425,5.368421052631579,2.526315789473684,2.0
2013-2014,Tottenham,21.0,11.0,6.0,38.0,30.0,25.0,9.0,4.0,10.0,11.0,17.0,12.0,8.0,1.0,1.0,7.815789473684211,7.552631578947368,2.5789473684210527,2.3947368421052633,0.8157894736842105,0.9210526315789473,0.05263157894736842,0.05263157894736842,5.0,5.605263157894737,3.1578947368421053,2.8947368421052633
2013-2014,Man City,27.0,6.0,5.0,38.0,63.0,39.0,21.0,11.0,25.0,4.0,9.0,29.0,17.0,0.0,0.0,9.921052631578947,7.7894736842105265,3.5789473684210527,2.6842105263157894,0.868421052631579,1.0263157894736843,0.0,0.02631578947368421,4.973684210526316,5.394736842105263,4.078947368421052,3.3684210526315788
2013-2014,Newcastle,15.0,19.0,4.0,38.0,23.0,20.0,6.0,4.0,12.0,13.0,13.0,10.0,11.0,1.0,1.0,8.868421052631579,6.368421052631579,2.6315789473684212,2.210526315789474,0.5789473684210527,0.7894736842105263,0.02631578947368421,0.13157894736842105,5.447368421052632,5.394736842105263,3.236842105263158,1.763157894736842
2014-2015,Arsenal,22.0,7.0,9.0,38.0,41.0,30.0,12.0,8.0,18.0,6.0,14.0,18.0,18.0,0.0,0.0,9.447368421052632,6.657894736842105,3.710526315789474,2.289473684210526,0.7105263157894737,1.0789473684210527,0.02631578947368421,0.02631578947368421,4.7105263157894735,5.2105263157894735,4.052631578947368,2.6315789473684212
2014-2015,Crystal Palace,13.0,16.0,9.0,38.0,21.0,26.0,6.0,1.0,5.0,12.0,21.0,6.0,11.0,0.0,0.0,6.394736842105263,5.131578947368421,2.0,1.6578947368421053,0.6842105263157895,0.9736842105263158,0.05263157894736842,0.05263157894736842,7.105263157894737,6.7631578947368425,3.0526315789473686,2.4473684210526314
2014-2015,Leicester,11.0,19.0,8.0,38.0,28.0,18.0,5.0,2.0,8.0,13.0,17.0,16.0,5.0,2.0,2.0,7.2368421052631575,4.7894736842105265,2.1842105263157894,1.4210526315789473,0.5263157894736842,0.7631578947368421,0.05263157894736842,0.05263157894736842,5.921052631578948,6.105263157894737,3.1578947368421053,2.3947368421052633
2014-2015,Everton,12.0,15.0,11.0,38.0,27.0,21.0,6.0,3.0,15.0,11.0,12.0,14.0,10.0,0.0,0.0,7.078947368421052,5.657894736842105,2.236842105263158,2.1315789473684212,0.7105263157894737,1.0263157894736843,0.0,0.05263157894736842,4.868421052631579,5.342105263157895,2.763157894736842,2.3421052631578947
2014-2015,Man United,20.0,8.0,10.0,38.0,41.0,21.0,11.0,4.0,15.0,5.0,18.0,25.0,8.0,0.0,0.0,7.421052631578948,5.973684210526316,2.736842105263158,1.9736842105263157,0.8157894736842105,0.868421052631579,0.02631578947368421,0.10526315789473684,5.868421052631579,6.052631578947368,2.8684210526315788,2.736842105263158
2014-2015,Swansea,16.0,14.0,8.0,38.0,27.0,19.0,5.0,1.0,7.0,9.0,22.0,11.0,8.0,0.0,0.0,6.131578947368421,4.973684210526316,2.1842105263157894,1.6842105263157894,0.6578947368421053,0.6052631578947368,0.02631578947368421,0.10526315789473684,5.131578947368421,5.342105263157895,2.1842105263157894,1.7894736842105263
2014-2015,QPR,8.0,24.0,6.0,38.0,23.0,19.0,4.0,1.0,6.0,17.0,15.0,8.0,9.0,2.0,2.0,8.105263157894736,5.921052631578948,2.3684210526315788,1.605263157894737,0.9473684210526315,1.0263157894736843,0.02631578947368421,0.05263157894736842,5.842105263157895,5.921052631578948,2.5,2.210526315789474
2014-2015,Hull,8.0,19.0,11.0,38.0,19.0,14.0,5.0,0.0,8.0,10.0,20.0,13.0,3.0,1.0,1.0,6.394736842105263,4.894736842105263,2.0526315789473686,1.394736842105263,0.7368421052631579,1.131578947368421,0.07894736842105263,0.07894736842105263,6.026315789473684,5.842105263157895,2.3947368421052633,2.0526315789473686
2014-2015,Stoke,15.0,14.0,9.0,38.0,32.0,16.0,5.0,2.0,9.0,10.0,19.0,21.0,9.0,1.0,1.0,8.105263157894736,5.078947368421052,2.0526315789473686,1.5263157894736843,0.868421052631579,1.2894736842105263,0.0,0.02631578947368421,6.315789473684211,6.473684210526316,2.9473684210526314,2.1052631578947367
2014-2015,Aston Villa,10.0,20.0,8.0,38.0,18.0,13.0,1.0,1.0,13.0,15.0,10.0,13.0,9.0,1.0,1.0,5.842105263157895,5.052631578947368,1.7105263157894737,1.631578947368421,0.7368421052631579,1.105263157894737,0.10526315789473684,0.07894736842105263,5.026315789473684,5.5,2.3421052631578947,2.1578947368421053
2014-2015,West Brom,11.0,16.0,11.0,38.0,24.0,14.0,4.0,2.0,8.0,14.0,16.0,10.0,6.0,1.0,1.0,6.342105263157895,4.473684210526316,2.0,1.4210526315789473,0.8947368421052632,0.7894736842105263,0.02631578947368421,0.05263157894736842,5.184210526315789,5.947368421052632,2.6052631578947367,1.894736842105263
2014-2015,Sunderland,7.0,14.0,17.0,38.0,16.0,15.0,4.0,0.0,5.0,8.0,25.0,11.0,6.0,0.0,0.0,5.605263157894737,5.026315789473684,1.5,1.894736842105263,1.1842105263157894,1.2894736842105263,0.02631578947368421,0.02631578947368421,5.7368421052631575,5.7105263157894735,2.9473684210526314,1.9210526315789473
2014-2015,West Ham,12.0,15.0,11.0,38.0,25.0,19.0,7.0,1.0,10.0,11.0,17.0,10.0,9.0,0.0,0.0,7.2631578947368425,5.5,2.1842105263157894,1.8157894736842106,0.868421052631579,0.8157894736842105,0.02631578947368421,0.02631578947368421,5.368421052631579,5.684210526315789,3.3947368421052633,2.9473684210526314
2014-2015,Tottenham,19.0,12.0,7.0,38.0,31.0,27.0,5.0,2.0,13.0,12.0,13.0,16.0,11.0,2.0,2.0,7.684210526315789,6.105263157894737,2.3684210526315788,2.1578947368421053,0.9736842105263158,1.105263157894737,0.02631578947368421,0.07894736842105263,5.7631578947368425,5.842105263157895,3.3157894736842106,2.5789473684210527
2014-2015,Liverpool,18.0,12.0,8.0,38.0,30.0,22.0,8.0,2.0,11.0,8.0,19.0,13.0,8.0,0.0,0.0,8.710526315789474,6.815789473684211,2.789473684210526,2.3157894736842106,0.7631578947368421,0.9736842105263158,0.05263157894736842,0.02631578947368421,5.0,5.131578947368421,2.9210526315789473,2.289473684210526
2014-2015,Southampton,18.0,14.0,6.0,38.0,37.0,17.0,10.0,4.0,10.0,8.0,20.0,17.0,7.0,0.0,0.0,7.578947368421052,5.7368421052631575,2.5789473684210527,1.894736842105263,0.6052631578947368,0.8947368421052632,0.05263157894736842,0.02631578947368421,6.105263157894737,6.2105263157894735,3.1052631578947367,2.3947368421052633
2014-2015,Newcastle,10.0,19.0,9.0,38.0,26.0,14.0,3.0,1.0,6.0,15.0,17.0,8.0,5.0,0.0,0.0,7.052631578947368,5.2368421052631575,2.1315789473684212,1.631578947368421,0.868421052631579,0.868421052631579,0.02631578947368421,0.15789473684210525,5.473684210526316,5.921052631578948,3.4210526315789473,2.4210526315789473
2014-2015,Man City,24.0,7.0,7.0,38.0,44.0,39.0,17.0,8.0,18.0,5.0,15.0,19.0,18.0,0.0,0.0,9.5,8.078947368421053,3.3947368421052633,2.6052631578947367,0.9210526315789473,1.105263157894737,0.02631578947368421,0.02631578947368421,6.157894736842105,5.552631578947368,4.473684210526316,2.710526315789474
2014-2015,Burnley,7.0,19.0,12.0,38.0,14.0,14.0,0.0,0.0,6.0,17.0,15.0,9.0,7.0,1.0,1.0,6.105263157894737,5.184210526315789,1.8421052631578947,1.4473684210526316,0.868421052631579,0.8157894736842105,0.0,0.05263157894736842,5.578947368421052,5.105263157894737,2.3421052631578947,2.1315789473684212
2014-2015,Chelsea,26.0,3.0,9.0,38.0,36.0,37.0,15.0,4.0,18.0,3.0,17.0,19.0,18.0,0.0,0.0,8.236842105263158,6.578947368421052,3.210526315789474,2.3157894736842106,0.9473684210526315,1.0789473684210527,0.02631578947368421,0.07894736842105263,5.2631578947368425,4.7894736842105265,3.526315789473684,2.4210526315789473
